,BAA10YM,BAA_YEILD_10Y_M_PCT_CHG,BAA_YEILD_10Y_Q_PCT_CHG,BAA_YEILD_10Y_A_PCT_CHG,BAA_YEILD_10Y_2A_PCT_CHG,BAA_YEILD_10Y_3A_PCT_CHG
2010-04-01,2.4,-0.055118110236220486,-0.09433962264150941,-0.4968553459119497,-0.21311475409836067,0.46341463414634143
2010-05-01,2.63,0.09583333333333344,0.03543307086614167,-0.3042328042328042,-0.11447811447811462,0.6437499999999998
2010-06-01,3.03,0.15209125475285168,0.26249999999999996,-0.14164305949008504,-0.03809523809523818,0.8363636363636364
2010-07-01,3.0,-0.009900990099009799,0.14068441064638781,0.0033444816053511683,-0.07975460122699385,0.5151515151515151
2010-08-01,2.96,-0.013333333333333308,-0.02310231023102305,0.01718213058419238,-0.18232044198895025,0.42995169082125617
2010-09-01,3.01,0.016891891891891886,0.0033333333333331883,0.037931034482758585,-0.4063116370808679,0.5435897435897434
2010-10-01,3.18,0.056478405315614655,0.07432432432432434,0.08904109589041109,-0.4401408450704225,0.41333333333333333
2010-11-01,3.16,-0.0062893081761006275,0.049833887043189584,0.13669064748201443,-0.47420965058236264,0.23921568627450984
2010-12-01,2.81,-0.11075949367088611,-0.11635220125786161,0.11507936507936511,-0.5,0.0035714285714285587
2011-01-01,2.7,-0.039145907473309594,-0.14556962025316456,0.018867924528301883,-0.48176583493282144,-0.12337662337662336
2011-02-01,2.57,-0.04814814814814827,-0.0854092526690392,0.011811023622047223,-0.5410714285714286,-0.23964497041420119
2011-03-01,2.62,0.01945525291828809,-0.029629629629629672,0.09166666666666679,-0.5201465201465201,-0.2036474164133738
2011-04-01,2.56,-0.022900763358778664,-0.0038910505836574627,-0.026615969581748944,-0.4633123689727463,-0.16065573770491792
2011-05-01,2.61,0.01953125,-0.003816793893129833,-0.13861386138613863,-0.30952380952380953,-0.12121212121212133
2011-06-01,2.75,0.05363984674329503,0.07421875,-0.08333333333333337,-0.22096317280453248,-0.12698412698412698
2011-07-01,2.76,0.0036363636363636598,0.05747126436781613,-0.06756756756756765,-0.0769230769230771,-0.15337423312883436
2011-08-01,3.06,0.10869565217391308,0.11272727272727279,0.01661129568106312,0.05154639175257736,-0.15469613259668513
2011-09-01,3.29,0.07516339869281041,0.19202898550724656,0.03459119496855334,0.1344827586206898,-0.3510848126232742
2011-10-01,3.22,-0.02127659574468077,0.05228758169934644,0.018987341772152,0.10273972602739745,-0.43309859154929575
2011-11-01,3.13,-0.02795031055900632,-0.04863221884498481,0.11387900355871872,0.12589928057553967,-0.47920133111480867
2011-12-01,3.27,0.04472843450479247,0.01552795031055898,0.21111111111111103,0.29761904761904767,-0.41814946619217086
2012-01-01,3.26,-0.003058103975535187,0.04153354632587858,0.2684824902723735,0.23018867924528297,-0.37428023032629565
2012-02-01,3.17,-0.027607361963190136,-0.030581039755351758,0.20992366412213737,0.24803149606299213,-0.43392857142857144
2012-03-01,3.06,-0.034700315457413256,-0.06134969325153361,0.1953125,0.27500000000000013,-0.43956043956043955
2012-04-01,3.14,0.026143790849673332,-0.009463722397476282,0.20306513409961702,0.19391634980988592,-0.34171907756813413
2012-05-01,3.27,0.0414012738853502,0.06862745098039214,0.1890909090909092,0.07920792079207928,-0.13492063492063489
2012-06-01,3.4,0.039755351681957096,0.08280254777070062,0.23188405797101463,0.1333333333333333,-0.03682719546742208
2012-07-01,3.34,-0.01764705882352946,0.021406727828746197,0.0915032679738561,0.1283783783783783,0.11705685618729089
2012-08-01,3.23,-0.03293413173652693,-0.04999999999999993,-0.01823708206686936,0.07308970099667778,0.10996563573883145
2012-09-01,3.12,-0.034055727554179516,-0.06586826347305386,-0.03105590062111807,-0.018867924528301883,0.07586206896551739
2012-10-01,2.83,-0.09294871794871795,-0.12383900928792568,-0.09584664536741205,-0.10443037974683544,-0.03082191780821908
2012-11-01,2.86,0.010600706713780772,-0.08333333333333337,-0.12538226299694188,0.017793594306049654,0.02877697841726623
2012-12-01,2.91,0.0174825174825175,0.028268551236749095,-0.10736196319018398,0.07777777777777772,0.15476190476190488
2013-01-01,2.82,-0.030927835051546504,-0.013986013986013957,-0.11041009463722395,0.09727626459143979,0.0641509433962264
2013-02-01,2.87,0.0177304964539009,-0.013745704467354014,-0.06209150326797386,0.09541984732824438,0.12992125984251968
2013-03-01,2.89,0.006968641114982521,0.024822695035461084,-0.07961783439490444,0.12890625,0.20416666666666683
2013-04-01,2.83,-0.02076124567474047,-0.013937282229965153,-0.13455657492354733,0.08429118773946365,0.07604562737642584
2013-05-01,2.8,-0.010600706713780994,-0.03114186851211087,-0.17647058823529416,0.018181818181818077,-0.07590759075907594
2013-06-01,2.89,0.03214285714285725,0.021201413427561766,-0.13473053892215558,0.04710144927536253,-0.036666666666666625
2013-07-01,2.74,-0.05190311418685123,-0.02142857142857124,-0.15170278637770895,-0.10457516339869277,-0.07432432432432423
2013-08-01,2.68,-0.021897810218978075,-0.0726643598615917,-0.14102564102564097,-0.18541033434650456,-0.10963455149501644
2013-09-01,2.66,-0.007462686567164201,-0.02919708029197088,-0.060070671378091856,-0.17391304347826086,-0.16352201257861632
2013-10-01,2.69,0.011278195488721776,0.003731343283581934,-0.05944055944055937,-0.1405750798722044,-0.1487341772151899
2013-11-01,2.66,-0.011152416356877248,0.0,-0.08591065292096223,-0.18654434250764518,-0.053380782918149405
2013-12-01,2.48,-0.06766917293233088,-0.0780669144981413,-0.12056737588652477,-0.23926380368098155,-0.0814814814814816
2014-01-01,2.33,-0.06048387096774188,-0.12406015037593987,-0.18815331010452963,-0.26498422712933745,-0.09338521400778199
2014-02-01,2.39,0.025751072961373467,-0.03629032258064513,-0.17301038062283736,-0.21895424836601307,-0.08778625954198471
2014-03-01,2.34,-0.02092050209205032,0.0042918454935620964,-0.17314487632508846,-0.2547770700636943,-0.08593750000000011
2014-04-01,2.19,-0.0641025641025641,-0.08368200836820094,-0.21785714285714286,-0.3302752293577982,-0.16091954022988508
2014-05-01,2.2,0.004566210045662267,-0.05982905982905973,-0.23875432525951557,-0.3529411764705882,-0.19999999999999996
