,ASPUS_M,H_RATIO_M,HSN1F_M,PERMIT_M,STOCK_MKT_M,BAA10YM,US10Y_M,RPCE_M,LRUN_UEMP,GDP_M
2009-09-01,273300.0,7.8,386.0,609,9.374591345,2.91,3.4,0.53,9.663623063000001,3.5
2009-10-01,272900.0,7.4,396.0,583,9.374591345,2.9,3.39,-0.6,9.641138616000001,4.5
2009-11-01,273700.0,7.6,375.0,623,1.498517487,2.92,3.4,0.27,9.940442367333334,3.5
2009-12-01,274500.0,8.0,352.0,664,1.498517487,2.78,3.59,1.13,10.239746118666666,2.5
2010-01-01,275300.0,8.1,345.0,636,1.498517487,2.52,3.73,2.0,10.53904987,1.5
2010-02-01,273133.3333,8.3,336.0,650,-0.8852795659999999,2.65,3.69,2.4,10.241488585333332,2.2333333333333334
2010-03-01,270966.6667,7.1,381.0,687,-0.8852795659999999,2.54,3.73,2.8,9.943927300666667,2.966666666666667
2010-04-01,268800.0,6.2,422.0,637,-0.8852795659999999,2.4,3.85,3.2,9.646366016,3.7
2010-05-01,267866.6667,9.3,280.0,575,-2.372894362,2.63,3.42,3.07,9.633462075333334,3.466666666666667
2010-06-01,266933.3333,8.3,305.0,587,-2.372894362,3.03,3.2,2.93,9.620558134666666,3.2333333333333334
2010-07-01,266000.0,8.9,283.0,579,-2.372894362,3.0,3.01,2.8,9.607654194,3.0
2010-08-01,270000.0,8.8,282.0,580,9.901000064,2.96,2.7,2.77,9.498116115333334,2.6666666666666665
2010-09-01,274000.0,7.6,317.0,563,9.901000064,3.01,2.65,2.73,9.388578036666667,2.3333333333333335
2010-10-01,278000.0,8.2,291.0,558,9.901000064,3.18,2.54,2.7,9.279039958,2.0
2010-11-01,274700.0,8.2,287.0,560,7.895869557,3.16,2.76,2.37,9.401415743,1.0
2010-12-01,271400.0,7.0,326.0,632,7.895869557,2.81,3.29,2.03,9.523791528,0.0
2011-01-01,268100.0,7.3,307.0,576,7.895869557,2.7,3.39,1.7,9.646167313,-1.0
2011-02-01,267933.3333,8.1,270.0,542,1.020329388,2.57,3.58,1.43,9.44416687,0.30000000000000004
2011-03-01,267766.6667,7.2,300.0,583,1.020329388,2.62,3.41,1.17,9.242166426999999,1.6
2011-04-01,267600.0,6.7,310.0,581,1.020329388,2.56,3.46,0.9,9.040165984,2.9
2011-05-01,266066.6667,6.6,305.0,618,-9.007152668,2.61,3.17,1.13,9.082196004,1.9
2011-06-01,264533.3333,6.6,301.0,636,-9.007152668,2.75,3.0,1.37,9.124226023999999,0.8999999999999999
2011-07-01,263000.0,6.7,296.0,621,-9.007152668,2.76,3.0,1.6,9.166256043999999,-0.1
2011-08-01,261900.0,6.5,299.0,647,-3.303715944,3.06,2.3,1.3,8.915108820333332,1.4999999999999998
2011-09-01,260800.0,6.3,304.0,610,-3.303715944,3.29,1.98,1.0,8.663961596666667,3.0999999999999996
2011-10-01,259700.0,6.0,316.0,671,-3.303715944,3.22,2.15,0.7,8.412814373,4.7
2011-11-01,265800.0,5.7,328.0,706,8.959693837,3.13,2.01,1.57,8.529047873,4.2
2011-12-01,271900.0,5.3,341.0,697,8.959693837,3.27,1.98,2.43,8.645281373,3.7
2012-01-01,278000.0,5.3,335.0,712,8.959693837,3.26,1.97,3.3,8.761514873,3.2
2012-02-01,279566.6667,4.8,366.0,738,-2.73337159,3.17,1.97,2.4,8.543813018333333,2.7
2012-03-01,281133.3333,4.9,354.0,806,-2.73337159,3.06,2.17,1.5,8.326111163666665,2.2
2012-04-01,282700.0,4.9,354.0,732,-2.73337159,3.14,2.05,0.6,8.108409308999999,1.7
2012-05-01,286633.3333,4.7,370.0,796,3.1960027980000003,3.27,1.8,0.63,8.133974135333332,1.3
2012-06-01,290566.6667,4.8,360.0,794,3.1960027980000003,3.4,1.62,0.67,8.159538961666666,0.9
2012-07-01,294500.0,4.6,369.0,849,3.1960027980000003,3.34,1.53,0.7,8.185103788,0.5
2012-08-01,295566.6667,4.6,375.0,840,3.0546123119999997,3.23,1.68,1.07,7.992522837999999,0.5
2012-09-01,296633.3333,4.5,385.0,930,3.0546123119999997,3.12,1.72,1.43,7.799941887999999,0.5
2012-10-01,297700.0,4.9,358.0,887,3.0546123119999997,2.83,1.75,1.8,7.607360937999999,0.5
2012-11-01,300933.3333,4.6,392.0,917,7.673978367999999,2.86,1.65,1.9,7.798848515666666,1.5333333333333334
2012-12-01,304166.6667,4.5,399.0,941,7.673978367999999,2.91,1.72,2.0,7.990336093333333,2.566666666666667
2013-01-01,307400.0,4.0,446.0,940,7.673978367999999,2.82,1.91,2.1,8.181823671,3.6
2013-02-01,311733.3333,4.1,447.0,979,3.9300207210000004,2.87,1.98,1.5,7.957675492333333,2.5666666666666664
2013-03-01,316066.6667,4.2,444.0,936,3.9300207210000004,2.89,1.96,0.9,7.7335273136666665,1.5333333333333332
2013-04-01,320400.0,4.4,441.0,1016,3.9300207210000004,2.83,1.76,0.3,7.509379135,0.5
2013-05-01,321733.3333,4.6,428.0,1003,2.9959541030000003,2.8,1.93,0.73,7.49756529,1.4
2013-06-01,323066.6667,4.1,470.0,941,2.9959541030000003,2.89,2.3,1.17,7.485751444999999,2.3
2013-07-01,324400.0,5.5,375.0,998,2.9959541030000003,2.74,2.58,1.6,7.473937599999999,3.2
2013-08-01,327733.3333,5.5,381.0,961,5.363571192,2.68,2.74,2.23,7.241210892,3.2
2013-09-01,331066.6667,5.4,403.0,1004,5.363571192,2.66,2.81,2.87,7.008484183999999,3.2
2013-10-01,334400.0,4.9,444.0,1041,5.363571192,2.69,2.62,3.5,6.775757476,3.2
2013-11-01,333400.0,5.0,446.0,1031,2.474354626,2.66,2.72,2.87,6.877935524,1.8
2013-12-01,332400.0,5.2,433.0,1009,2.474354626,2.48,2.9,2.23,6.9801135720000005,0.3999999999999999
2014-01-01,331400.0,5.1,445.0,985,2.474354626,2.33,2.86,1.6,7.08229162,-1.0
2014-02-01,334466.6667,5.2,429.0,1047,3.957367137,2.39,2.71,2.53,6.771877414333334,1.0333333333333332
2014-03-01,337533.3333,5.6,409.0,1061,3.957367137,2.34,2.72,3.47,6.461463208666666,3.0666666666666664
2014-04-01,340600.0,5.7,400.0,1089,3.957367137,2.19,2.71,4.4,6.151049003,5.1
2014-05-01,340533.3333,5.2,452.0,1019,2.156936186,2.2,2.56,4.43,6.183314842666666,5.033333333333333
2014-06-01,340466.6667,5.7,416.0,1002,2.156936186,2.2,2.6,4.47,6.215580682333334,4.966666666666667
2014-07-01,340400.0,6.1,402.0,1072,2.156936186,2.19,2.54,4.5,6.247846522000001,4.9
2014-08-01,350066.6667,5.5,455.0,1042,-1.6574157230000002,2.27,2.42,4.57,6.011976019666667,3.9000000000000004
2014-09-01,359733.3333,5.4,466.0,1072,-1.6574157230000002,2.27,2.53,4.63,5.776105517333334,2.9
2014-10-01,369400.0,5.3,472.0,1099,-1.6574157230000002,2.39,2.3,4.7,5.540235015,1.9
2014-11-01,362266.6667,5.7,444.0,1063,1.12677368,2.46,2.33,4.3,5.665226618666667,2.3666666666666667
2014-12-01,355133.3333,5.2,488.0,1077,1.12677368,2.53,2.21,3.9,5.790218222333333,2.833333333333333
2015-01-01,348000.0,4.8,522.0,1060,1.12677368,2.57,1.88,3.5,5.915209826,3.3
2015-02-01,345233.3333,4.4,556.0,1133,2.068263945,2.53,1.98,3.47,5.735859167666667,3.3
2015-03-01,342466.6667,5.1,485.0,1071,2.068263945,2.5,2.04,3.43,5.556508509333334,3.3
2015-04-01,339700.0,4.9,503.0,1170,2.068263945,2.54,1.94,3.4,5.377157851000001,3.3
2015-05-01,342266.6667,5.0,504.0,1271,-5.73528023,2.69,2.2,3.23,5.3429535726666675,2.533333333333333
2015-06-01,344833.3333,5.5,474.0,1362,-5.73528023,2.77,2.36,3.07,5.308749294333333,1.7666666666666666
2015-07-01,347400.0,5.2,498.0,1139,-5.73528023,2.88,2.32,2.9,5.274545016,1.0
2015-08-01,353833.3333,5.1,515.0,1159,-1.24113741,3.02,2.17,2.7,5.149211929333333,0.8
2015-09-01,360266.6667,5.9,456.0,1135,-1.24113741,3.17,2.17,2.5,5.023878842666667,0.6000000000000001
2015-10-01,366700.0,5.7,476.0,1162,-1.24113741,3.27,2.07,2.3,4.898545756,0.4
2015-11-01,363466.6667,5.5,504.0,1258,-6.3021223520000005,3.2,2.26,2.33,5.024865426,0.7666666666666667
2015-12-01,360233.3333,5.2,534.0,1217,-6.3021223520000005,3.22,2.24,2.37,5.151185096,1.1333333333333333
2016-01-01,357000.0,5.5,519.0,1179,-6.3021223520000005,3.36,2.09,2.4,5.277504766,1.5
2016-02-01,357300.0,5.4,527.0,1195,7.198696731,3.56,1.78,2.73,5.134536098333333,1.7666666666666666
2016-03-01,357600.0,5.4,538.0,1106,7.198696731,3.24,1.89,3.07,4.991567430666667,2.033333333333333
2016-04-01,357900.0,5.1,566.0,1162,7.198696731,2.98,1.81,3.4,4.848598763,2.3
2016-05-01,358200.0,5.2,558.0,1192,3.461093255,2.87,1.81,3.17,4.9089380663333335,2.1666666666666665
2016-06-01,358500.0,5.2,560.0,1194,3.461093255,2.89,1.64,2.93,4.969277369666667,2.033333333333333
2016-07-01,358800.0,4.5,632.0,1185,3.461093255,2.72,1.5,2.7,5.0296166730000005,1.9
2016-08-01,360833.3333,5.0,572.0,1195,0.488715038,2.68,1.56,2.67,4.879138708666667,1.8666666666666667
2016-09-01,362866.6667,5.2,566.0,1276,0.488715038,2.68,1.63,2.63,4.728660744333333,1.8333333333333333
2016-10-01,364900.0,5.2,573.0,1276,0.488715038,2.62,1.76,2.6,4.57818278,1.8
2016-11-01,368200.0,5.3,568.0,1249,5.6304609029999995,2.57,2.14,2.33,4.693078182333333,1.8
2016-12-01,371500.0,5.6,546.0,1263,5.6304609029999995,2.34,2.49,2.07,4.807973584666667,1.8
2017-01-01,374800.0,5.3,596.0,1329,5.6304609029999995,2.23,2.43,1.8,4.922868987,1.8
2017-02-01,375500.0,5.1,618.0,1248,1.811288816,2.22,2.42,2.17,4.708107218,2.2
2017-03-01,376200.0,5.0,643.0,1279,1.811288816,2.2,2.48,2.53,4.4933454489999995,2.6
2017-04-01,376900.0,5.4,593.0,1255,1.811288816,2.27,2.3,2.9,4.27858368,3.0
2017-05-01,375666.6667,5.4,604.0,1205,2.8904229889999997,2.25,2.3,2.67,4.341598032333333,2.933333333333333
2017-06-01,374433.3333,5.3,616.0,1312,2.8904229889999997,2.18,2.19,2.43,4.404612384666667,2.8666666666666667
2017-07-01,373200.0,6.0,556.0,1258,2.8904229889999997,2.07,2.32,2.2,4.467626737,2.8
2017-08-01,382033.3333,6.0,558.0,1300,4.664623347,2.1,2.21,2.77,4.295107984666666,2.6333333333333333
2017-09-01,390866.6667,5.3,637.0,1254,4.664623347,2.1,2.2,3.33,4.1225892323333335,2.4666666666666663
2017-10-01,399700.0,5.6,618.0,1343,4.664623347,1.96,2.36,3.9,3.95007048,2.3
2017-11-01,391333.3333,4.9,712.0,1323,3.1909557,1.92,2.35,2.77,4.096723647,2.2666666666666666
2017-12-01,382966.6667,5.5,636.0,1320,3.1909557,1.82,2.4,1.63,4.243376814,2.2333333333333334
2018-01-01,374600.0,5.6,633.0,1366,3.1909557,1.68,2.58,0.5,4.3900299810000005,2.2
2018-02-01,375866.6667,5.4,663.0,1323,-2.0754479619999997,1.65,2.86,1.6,4.212144179333333,2.8666666666666667
2018-03-01,377133.3333,5.3,672.0,1377,-2.0754479619999997,1.8,2.84,2.7,4.034258377666667,3.533333333333333
2018-04-01,378400.0,5.7,633.0,1364,-2.0754479619999997,1.8,2.87,3.8,3.856372576,4.2
2018-05-01,383233.3333,5.5,653.0,1301,2.474578296,1.85,2.98,3.7,3.8648867763333334,3.9333333333333336
2018-06-01,388066.6667,6.0,612.0,1292,2.474578296,1.92,2.91,3.6,3.8734009766666664,3.6666666666666665
2018-07-01,392900.0,6.2,606.0,1303,2.474578296,1.9,2.89,3.5,3.8819151769999998,3.4
2018-08-01,388233.3333,6.3,601.0,1249,-5.8856714939999994,1.88,2.89,3.27,3.7956703216666665,3.1333333333333333
2018-09-01,383566.6667,6.3,609.0,1270,-5.8856714939999994,1.88,3.0,3.03,3.7094254663333337,2.8666666666666667
2018-10-01,378900.0,7.2,549.0,1265,-5.8856714939999994,1.92,3.15,2.8,3.6231806110000004,2.6
2018-11-01,378900.0,6.7,599.0,1322,-5.8856714939999994,2.1,3.12,2.8,3.6231806110000004,2.6
2018-12-01,378900.0,6.6,621.0,1326,-5.8856714939999994,2.3,2.83,2.8,3.6231806110000004,2.6
