,HSN1F_M,HSN1F_M_PCT_CHG,HSN1F_Q_PCT_CHG,HSN1F_A_PCT_CHG,HSN1F_2A_PCT_CHG,HSN1F_3A_PCT_CHG
1976-12-01,767.0,0.0435374149659864,0.08333333333333326,0.27197346600331684,0.84375,0.46653919694072665
1977-01-01,825.0,0.0756192959582791,0.12244897959183665,0.28105590062111796,0.9549763033175356,0.5306122448979591
1977-02-01,839.0,0.01696969696969708,0.09387222946544971,0.41962774957698823,0.7589098532494758,0.4667832167832169
1977-03-01,872.0,0.03933253873659126,0.05696969696969689,0.42716857610474634,0.6058931860036831,0.6029411764705883
1977-04-01,799.0,-0.08371559633027525,-0.04767580452920139,0.4017543859649122,0.37996545768566503,0.3542372881355933
1977-05-01,807.0,0.01001251564455563,-0.0745412844036697,0.36548223350253806,0.4488330341113107,0.5112359550561798
1977-06-01,805.0,-0.0024783147459727095,0.007509386733416834,0.21234939759036142,0.414762741652021,0.5074906367041199
1977-07-01,755.0,-0.06211180124223603,-0.06443618339529122,0.1651234567901234,0.33392226148409887,0.5345528455284554
1977-08-01,808.0,0.07019867549668879,0.003726708074534235,0.16091954022988508,0.4532374100719425,0.5812133072407044
1977-09-01,842.0,0.04207920792079212,0.11523178807947021,0.18926553672316393,0.3825944170771758,0.8794642857142858
1977-10-01,819.0,-0.027315914489311144,0.013613861386138515,0.11428571428571432,0.2044117647058823,0.8200000000000001
1977-11-01,829.0,0.012210012210012167,-0.015439429928741144,0.08083441981747064,0.23916292974588949,0.9880095923261392
1977-12-01,835.0,0.007237635705669376,0.019536019536019467,0.0121212121212122,0.38474295190713104,1.0072115384615383
1978-01-01,795.0,-0.04790419161676651,-0.04101326899879376,-0.05244338498212153,0.23447204968944102,0.8838862559241707
1978-02-01,791.0,-0.005031446540880502,-0.05269461077844306,-0.0928899082568807,0.3384094754653131,0.6582809224318658
1978-03-01,814.0,0.029077117572692712,0.023899371069182385,0.018773466833541974,0.33224222585924723,0.49907918968692444
1978-04-01,864.0,0.06142506142506132,0.09228824273072056,0.07063197026022294,0.5157894736842106,0.49222797927461137
1978-05-01,857.0,-0.00810185185185186,0.05282555282555279,0.06459627329192541,0.45008460236886627,0.5385996409335727
1978-06-01,834.0,-0.02683780630105015,-0.03472222222222221,0.10463576158940402,0.25602409638554224,0.4657293497363797
1978-07-01,789.0,-0.0539568345323741,-0.07934655775962662,-0.023514851485148536,0.21759259259259256,0.3939929328621907
1978-08-01,756.0,-0.041825095057034245,-0.09352517985611508,-0.10213776722090262,0.0862068965517242,0.3597122302158273
1978-09-01,812.0,0.07407407407407418,0.0291508238276299,-0.008547008547008517,0.14689265536723162,0.33333333333333326
1978-10-01,872.0,0.07389162561576357,0.1534391534391535,0.05186972255729794,0.1863945578231292,0.2823529411764707
1978-11-01,798.0,-0.08486238532110091,-0.017241379310344862,-0.04431137724550893,0.04041720990873543,0.1928251121076232
1978-12-01,805.0,0.00877192982456143,-0.07683486238532111,0.012578616352201255,-0.024242424242424288,0.3349917081260365
1979-01-01,754.0,-0.06335403726708078,-0.05513784461152882,-0.04677623261694053,-0.10131108462455307,0.170807453416149
1979-02-01,723.0,-0.04111405835543769,-0.1018633540372671,-0.1117936117936118,-0.17087155963302747,0.2233502538071066
1979-03-01,793.0,0.09681881051175667,0.051724137931034475,-0.08217592592592593,-0.007509386733416723,0.2978723404255319
1979-04-01,748.0,-0.05674653215636827,0.03457814661134173,-0.12718786464410736,-0.07311028500619576,0.31228070175438605
1979-05-01,727.0,-0.02807486631016043,-0.08322824716267341,-0.12829736211031173,-0.09689440993788823,0.23011844331641296
1979-06-01,700.0,-0.037138927097661645,-0.06417112299465244,-0.11280101394169839,-0.07284768211920534,0.054216867469879526
1979-07-01,715.0,0.021428571428571352,-0.016506189821182904,-0.05423280423280419,-0.11509900990099009,0.10339506172839497
1979-08-01,729.0,0.019580419580419672,0.04142857142857137,-0.10221674876847286,-0.1342042755344418,0.047413793103448176
1979-09-01,727.0,-0.002743484224965731,0.016783216783216703,-0.16628440366972475,-0.11233211233211238,0.026836158192090398
1979-10-01,670.0,-0.07840440165061902,-0.08093278463648834,-0.16040100250626566,-0.19179734620024125,-0.08843537414965985
1979-11-01,597.0,-0.10895522388059697,-0.17881705639614853,-0.25838509316770186,-0.28502994011976046,-0.22164276401564542
1979-12-01,559.0,-0.06365159128978226,-0.16567164179104477,-0.2586206896551724,-0.29685534591194973,-0.3224242424242424
1980-01-01,592.0,0.05903398926654746,-0.008375209380234505,-0.18118948824343017,-0.2515802781289507,-0.2943980929678188
1980-02-01,541.0,-0.08614864864864868,-0.03220035778175312,-0.317780580075662,-0.3353808353808354,-0.3795871559633027
1980-03-01,474.0,-0.12384473197781887,-0.19932432432432434,-0.3663101604278075,-0.45138888888888884,-0.4067584480600751
1980-04-01,370.0,-0.21940928270042193,-0.31608133086876156,-0.4910591471801926,-0.5682613768961493,-0.5415117719950433
1980-05-01,469.0,0.2675675675675675,-0.010548523206751037,-0.32999999999999996,-0.4376498800959233,-0.4173913043478261
1980-06-01,552.0,0.1769722814498933,0.491891891891892,-0.22797202797202798,-0.30038022813688214,-0.2688741721854304
1980-07-01,636.0,0.15217391304347827,0.35607675906183367,-0.12757201646090532,-0.15873015873015872,-0.21287128712871284
1980-08-01,659.0,0.036163522012578664,0.193840579710145,-0.09353507565337005,-0.18842364532019706,-0.21733966745843225
1980-09-01,596.0,-0.09559939301972686,-0.06289308176100628,-0.11044776119402988,-0.3165137614678899,-0.2722832722832723
1980-10-01,561.0,-0.0587248322147651,-0.14871016691957506,-0.06030150753768848,-0.2969924812030075,-0.32328106151990355
1980-11-01,562.0,0.0017825311942958333,-0.057046979865771785,0.005366726296958779,-0.30186335403726705,-0.3269461077844311
1980-12-01,532.0,-0.053380782918149516,-0.05169340463458105,-0.10135135135135132,-0.29442970822281167,-0.3308176100628931
1981-01-01,511.0,-0.03947368421052633,-0.09074733096085408,-0.055452865064695045,-0.293222683264177,-0.35398230088495575
1981-02-01,510.0,-0.00195694716242667,-0.041353383458646586,0.07594936708860756,-0.3568726355611601,-0.37346437346437344
1981-03-01,514.0,0.007843137254901933,0.005870841487279899,0.3891891891891892,-0.3128342245989305,-0.40509259259259256
1981-04-01,470.0,-0.08560311284046696,-0.07843137254901966,0.002132196162046851,-0.35350756533700134,-0.45157526254375724
1981-05-01,467.0,-0.006382978723404209,-0.09143968871595332,-0.15398550724637683,-0.33285714285714285,-0.4400479616306955
