,GDP_M,RGDP_M_PCT_CHG,RGDP_Q_PCT_CHG,RGDP_A_PCT_CHG,RGDP_2A_PCT_CHG,RGDP_3A_PCT_CHG
1975-12-01,8.033333333333333,0.18719211822660098,0.4606060606060607,-2.673611111111111,-3.3627450980392157,-0.2200647249190939
1976-01-01,9.3,0.15767634854771795,0.3743842364532022,-5.164179104477612,-0.8751633986928105,0.1160000000000001
1976-02-01,7.200000000000001,-0.22580645161290314,-0.10373443983402475,-2.20277920741122,1.6124183006535948,0.13089005235602102
1976-03-01,5.1000000000000005,-0.29166666666666674,-0.4516129032258064,0.7586206896551726,4.1000000000000005,0.15909090909090917
1976-04-01,3.0,-0.41176470588235303,-0.5833333333333334,-0.296875,0.9093750000000003,0.3432835820895519
1976-05-01,2.7333333333333334,-0.0888888888888889,-0.46405228758169936,-0.514792899408284,-2.28125,-0.9156597962568116
1976-06-01,2.466666666666667,-0.09756097560975607,-0.1777777777777777,-0.6476190476190475,-1.6666666666666665,-2.174603174603175
1976-07-01,2.2,-0.10810810810810811,-0.19512195121951215,-0.6615384615384615,-1.7415730337078652,-0.9236652236652239
1976-08-01,2.4333333333333336,0.10606060606060619,-0.013513513513513487,-0.5944444444444443,-2.08955223880597,0.3272727272727274
1976-09-01,2.6666666666666665,0.09589041095890405,0.21212121212121193,-0.5151515151515151,-2.7777777777777777,-0.29824561403508776
1976-10-01,2.9,0.08750000000000013,0.1917808219178081,-0.5714285714285714,-2.1153846153846154,1.0714285714285716
1976-11-01,3.533333333333333,0.21839080459770122,0.32499999999999996,-0.5601659751037344,-1.954954954954955,-4.533333333333333
1976-12-01,4.166666666666666,0.17924528301886777,0.4367816091954022,-0.5519713261648747,-1.8680555555555554,-2.2254901960784315
1977-01-01,4.8,0.15200000000000014,0.35849056603773577,-0.3333333333333335,-3.1492537313432836,-3.4827586206896552
1977-02-01,5.866666666666666,0.2222222222222221,0.40800000000000014,0.1503267973856206,-0.8792245668210672,-3.7761314655172415
1977-03-01,6.933333333333334,0.18181818181818188,0.44444444444444464,1.3111111111111113,1.3908045977011496,-4.069504310344827
1977-04-01,8.0,0.15384615384615374,0.36363636363636376,1.9268292682926829,0.875,-4.362877155172414
1977-05-01,7.8,-0.025000000000000022,0.125,2.162162162162162,0.3846153846153848,-4.65625
1977-06-01,7.6000000000000005,-0.02564102564102555,-0.04999999999999993,2.4545454545454546,0.08571428571428585,-3.054054054054054
1977-07-01,7.4,-0.02631578947368418,-0.05128205128205121,2.0410958904109586,0.1384615384615384,-3.49438202247191
1977-08-01,4.933333333333334,-0.33333333333333337,-0.3508771929824561,0.8500000000000001,-0.1777777777777777,-3.208955223880597
1977-09-01,2.466666666666667,-0.5,-0.6666666666666667,-0.14942528735632177,-0.5515151515151515,-2.644444444444445
1977-10-01,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1977-11-01,0.43333333333333335,0.0,-0.8243243243243243,-0.896,-0.946058091286307,-1.117117117117117
1977-12-01,0.8666666666666667,1.0,0.5878378378378379,-0.8194444444444444,-0.9068100358422939,-1.1805555555555556
1978-01-01,1.3,0.5,2.0,-0.7784090909090908,-0.8194444444444444,-1.582089552238806
1978-02-01,6.333333333333332,0.6473684210526316,1.8631578947368421,-0.08653846153846179,0.2418300653594767,0.6687253388231258
1978-03-01,11.366666666666665,0.7947368421052632,1.7263157894736842,0.42083333333333317,2.7888888888888883,2.9195402298850572
1978-04-01,16.4,0.4428152492668622,1.5894736842105264,1.1025641025641026,4.999999999999999,2.8437499999999996
1978-05-01,12.299999999999999,-0.25,0.08211143695014655,0.6184210526315788,3.986486486486486,1.1834319526627217
1978-06-01,8.2,-0.33333333333333337,-0.5,0.10810810810810789,2.7272727272727266,0.17142857142857126
1978-07-01,4.1,-0.5,-0.6666666666666667,-0.16891891891891908,0.6849315068493147,-0.36923076923076925
1978-08-01,4.566666666666666,0.11382113821138207,-0.44308943089430897,0.8513513513513511,0.7124999999999999,-0.23888888888888893
1978-09-01,5.033333333333333,0.10218978102189791,0.22764227642276436,1.734234234234234,0.735632183908046,-0.08484848484848484
1978-10-01,5.5,0.0927152317880795,0.2043795620437956,2.6171171171171173,0.5566037735849056,-0.18719211822660098
1978-11-01,3.9000000000000004,-0.2909090909090909,-0.2251655629139072,3.5,-0.06399999999999983,-0.5145228215767634
1978-12-01,2.3000000000000003,-0.41025641025641024,-0.5818181818181818,0.7692307692307694,-0.5208333333333333,-0.7526881720430108
1979-01-01,0.7,-0.6956521739130435,-0.8205128205128205,-0.8894736842105263,-0.8806818181818181,-0.9027777777777778
1979-02-01,0.6,-0.1428571428571428,-0.7391304347826088,-0.9472140762463344,-0.9134615384615384,-0.8823529411764706
1979-03-01,0.5,-0.16666666666666663,-0.2857142857142857,-0.9695121951219512,-0.9375,-0.8333333333333334
1979-04-01,0.4,-0.19999999999999996,-0.33333333333333326,-0.967479674796748,-0.9487179487179487,-0.8536585365853658
1979-05-01,1.2666666666666666,0.24210526315789482,1.5333333333333332,-0.8455284552845528,-0.8333333333333334,-0.4864864864864865
1979-06-01,2.1333333333333333,0.6842105263157896,1.4508771929824562,-0.4796747967479674,-0.7117117117117118,-0.030303030303030387
1979-07-01,3.0,0.40625,1.3684210526315792,-0.34306569343065685,-0.3918918918918919,0.23287671232876694
1979-08-01,2.3333333333333335,-0.2222222222222222,0.09375,-0.5364238410596026,-0.05405405405405406,-0.12499999999999989
1979-09-01,1.6666666666666667,-0.2857142857142857,-0.4444444444444444,-0.696969696969697,0.6268191268191267,-0.425287356321839
