,ASPUS_M,ASPUS_PCT_CHG,ASPUS_Q_PCT_CHG,ASPUS_A_PCT_CHG,ASPUS_2A_PCT_CHG,ASPUS_3A_PCT_CHG
1962-01-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-02-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-03-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-04-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-05-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-06-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-07-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-08-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-09-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-10-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-11-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1962-12-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1963-01-01,19300.0,0.0,0.0,0.0,0.015544041450777257,0.10362694300518127
1963-02-01,19333.33333,0.0017271155440414798,0.0017271155440414798,0.0017271155440414798,0.015544041450777257,0.10362694300518127
1963-03-01,19366.66667,0.0017241382761592483,0.003454231606217606,0.003454231606217606,0.015544041450777257,0.10362694300518127
1963-04-01,19400.0,0.001721170223456081,0.0034482760350771358,0.005181347150259086,0.015544041450777257,0.10362694300518127
1963-05-01,19333.33333,-0.0034364262886596997,-0.001721170739806932,0.0017271155440414798,0.015544041450777257,0.10362694300518127
1963-06-01,19266.66667,-0.003448275517835997,-0.006872852061855728,-0.0017271155440414798,0.015544041450777257,0.10362694300518127
1963-07-01,19200.0,-0.003460207784868441,-0.006896551552913244,-0.005181347150259086,0.015544041450777257,0.10362694300518127
1963-08-01,19333.33333,0.006944444270833294,0.0034602072658374006,0.0017271155440414798,0.015544041450777257,0.10362694300518127
1963-09-01,19466.66667,0.0068965520701544936,0.013888889062499965,0.008635578756476692,0.015544041450777257,0.10362694300518127
1963-10-01,19600.0,0.006849314896087533,0.013793103623067626,0.015544041450777257,0.015544041450777257,0.10362694300518127
1963-11-01,19600.0,0.0,0.006849314896087533,0.015544041450777257,0.015544041450777257,0.10362694300518127
1963-12-01,19600.0,0.0,0.0,0.015544041450777257,0.015544041450777257,0.10362694300518127
1964-01-01,19600.0,0.0,0.0,0.013793103623067626,0.015544041450777257,0.10362694300518127
1964-02-01,19800.0,0.010204081632652962,0.010204081632652962,0.022375214970331347,0.02590673575129543,0.10362694300518127
1964-03-01,20000.0,0.010101010101010166,0.020408163265306145,0.030927835051546282,0.03626943005181338,0.10362694300518127
1964-04-01,20200.0,0.010000000000000009,0.02020202020202011,0.0448275863870391,0.04663212435233155,0.10362694300518127
1964-05-01,20300.0,0.004950495049504955,0.014999999999999902,0.05363321781079011,0.051813471502590636,0.10362694300518127
1964-06-01,20400.0,0.0049261083743843415,0.00990099009900991,0.0625,0.05699481865284972,0.10362694300518127
1964-07-01,20500.0,0.004901960784313708,0.009852216748768461,0.060344827769024834,0.06217616580310881,0.10362694300518127
1964-08-01,20633.33333,0.006504064878048776,0.011437908333333358,0.059931506496587295,0.06908462849740937,0.10362694300518127
1964-09-01,20766.66667,0.006462035865341109,0.01300813024390246,0.059523809693877494,0.07599309170984458,0.10362694300518127
1964-10-01,20900.0,0.006420545584844284,0.012924071246029678,0.06632653061224492,0.08290155440414515,0.10362694300518127
1964-11-01,21100.0,0.009569377990430672,0.016051364202881002,0.07653061224489788,0.09326424870466332,0.10362694300518127
1964-12-01,21300.0,0.009478672985782088,0.019138755980861344,0.08673469387755106,0.10362694300518127,0.10362694300518127
1965-01-01,21500.0,0.009389671361502261,0.018957345971563955,0.08585858585858586,0.11206896570897729,0.11398963730569944
1965-02-01,21333.33333,-0.007751938139534786,0.0015649450704224854,0.06666666649999997,0.10154905299456995,0.10535405854922297
1965-03-01,21166.66667,-0.007812499688720775,-0.015503875813953516,0.04785478564356427,0.09106529226804128,0.0967184803108807
1965-04-01,21000.0,-0.007874015904271725,-0.015624999846191479,0.034482758620689724,0.08620689673900106,0.08808290155440424
1965-05-01,21200.0,0.00952380952380949,0.001574802991878066,0.03921568627450989,0.10034602057087438,0.09844559585492219
