DATE,GDP_M,GDP_M_PCT_CHG,GDP_Q_PCT_CHG,GDP_A_PCT_CHG,GDP_2A_PCT_CHG,
8/1/2009,2.5,0.67,2.13,-1.40,0.04,
9/1/2009,3.5,0.40,1.33,-1.42,0.40,
10/1/2009,4.5,0.29,0.80,-1.64,4.00,
11/1/2009,3.5,-0.22,0.00,-1.61,-6.00,
12/1/2009,2.5,-0.29,-0.44,-1.57,-2.09,
1/1/2010,1.5,-0.40,-0.57,-1.48,-2.80,
2/1/2010,2.23,0.49,-0.11,-2.20,2.53,
3/1/2010,2.97,0.33,0.98,-5.94,0.41,
4/1/2010,3.7,0.25,0.66,36.00,4.29,
5/1/2010,3.47,-0.06,0.17,3.33,-5.95,
6/1/2010,3.23,-0.07,-0.13,1.16,-2.54,
7/1/2010,3,-0.07,-0.13,0.20,-1.71,
8/1/2010,2.67,-0.11,-0.18,-0.24,-1.42,
9/1/2010,2.33,-0.13,-0.22,-0.48,-1.28,
10/1/2010,2,-0.14,-0.25,-0.43,-1.28,
11/1/2010,1,-0.50,-0.57,-0.60,-1.17,
12/1/2010,1,0.00,-0.50,-0.33,-1.23,
1/1/2011,-1,-2.00,-2.00,-1.45,-0.68,
2/1/2011,0.3,-1.30,-0.70,-0.90,-1.16,
3/1/2011,1.6,4.33,-2.60,-0.57,-3.67,
4/1/2011,2.9,0.81,8.67,-0.16,28.00,
5/1/2011,1.9,-0.34,0.19,-0.41,1.38,
6/1/2011,0.9,-0.53,-0.69,-0.70,-0.40,
7/1/2011,-0.1,-1.11,-1.05,-1.04,-1.04,
8/1/2011,1.5,-16.00,0.67,-0.36,-0.57,
9/1/2011,3.1,1.07,-32.00,0.55,-0.31,
10/1/2011,4.7,0.52,2.13,3.70,0.34,
11/1/2011,4.2,-0.11,0.35,3.20,0.68,
12/1/2011,3.7,-0.12,-0.21,-4.70,1.47,
1/1/2012,3.2,-0.14,-0.24,9.67,0.43,
2/1/2012,2.7,-0.16,-0.27,0.69,-0.09,
3/1/2012,2.2,-0.19,-0.31,-0.24,-0.41,
4/1/2012,1.7,-0.23,-0.37,-0.11,-0.51,
5/1/2012,1.3,-0.24,-0.41,0.44,-0.60,
6/1/2012,0.9,-0.31,-0.47,-10.00,-0.70,
7/1/2012,0.5,-0.44,-0.62,-0.67,-0.81,
8/1/2012,0.5,0.00,-0.44,-0.84,-0.79,
9/1/2012,0.5,0.00,0.00,-0.89,-0.75,
10/1/2012,0.5,0.00,0.00,-0.88,-0.50,
11/1/2012,1.53,2.07,2.07,-0.59,0.53,
12/1/2012,2.57,0.67,4.13,-0.20,-3.57,
1/1/2013,3.6,0.40,1.35,0.33,11.00,
2/1/2013,2.57,-0.29,0.00,0.17,0.60,
3/1/2013,1.53,-0.40,-0.57,-0.10,-0.47,
4/1/2013,0.5,-0.67,-0.81,-0.62,-0.74,
5/1/2013,1.4,1.80,-0.09,0.56,0.56,
6/1/2013,2.3,0.64,3.60,3.60,-24.00,
7/1/2013,3.2,0.39,1.29,5.40,1.13,
8/1/2013,3.2,0.00,0.39,5.40,0.03,
9/1/2013,3.2,0.00,0.00,5.40,-0.32,
10/1/2013,3.2,0.00,0.00,1.09,-0.24,
11/1/2013,1.8,-0.44,-0.44,-0.30,-0.51,
12/1/2013,0.4,-0.78,-0.88,-0.89,-0.88,
1/1/2014,-1,-3.50,-1.56,-1.39,-1.37,
2/1/2014,1.03,-2.03,1.58,-0.33,-0.53,
3/1/2014,3.07,1.97,-4.07,5.13,0.80,
4/1/2014,5.1,0.66,3.94,2.64,2.92,
5/1/2014,5.03,-0.01,0.64,1.19,4.59,
6/1/2014,4.97,-0.01,-0.03,0.55,8.93,
7/1/2014,4.9,-0.01,-0.03,0.53,8.80,
8/1/2014,3.9,-0.20,-0.21,0.22,6.80,
9/1/2014,2.9,-0.26,-0.41,-0.09,4.80,
10/1/2014,1.9,-0.34,-0.51,0.06,0.24,
11/1/2014,2.37,0.25,-0.18,4.92,-0.08,
12/1/2014,2.83,0.20,0.49,-3.83,-0.21,
1/1/2015,3.3,0.16,0.39,2.19,0.29,
2/1/2015,3.3,0.00,0.16,0.08,1.15,
3/1/2015,3.3,0.00,0.00,-0.35,5.60,
4/1/2015,3.3,0.00,0.00,-0.34,1.36,
5/1/2015,2.53,-0.23,-0.23,-0.49,0.10,
6/1/2015,1.77,-0.30,-0.46,-0.64,-0.45,
7/1/2015,1,-0.43,-0.61,-0.74,-0.69,
8/1/2015,0.8,-0.20,-0.55,-0.72,-0.75,
9/1/2015,0.6,-0.25,-0.40,-0.68,-0.81,
10/1/2015,0.4,-0.33,-0.50,-0.83,-0.78,
11/1/2015,0.77,0.92,0.28,-0.73,0.92,
12/1/2015,1.13,0.48,1.83,-0.66,-2.13,
1/1/2016,1.5,0.32,0.96,-0.55,0.45,
2/1/2016,1.77,0.18,0.56,-0.46,-0.42,
3/1/2016,2.03,0.15,0.36,-0.38,-0.60,
4/1/2016,2.3,0.13,0.30,-0.09,-0.54,
5/1/2016,2.17,-0.06,0.07,0.23,-0.56,
6/1/2016,2.03,-0.06,-0.12,1.03,-0.59,
7/1/2016,1.9,-0.07,-0.12,1.38,-0.51,
8/1/2016,1.87,-0.02,-0.08,2.11,-0.36,
9/1/2016,1.83,-0.02,-0.04,3.58,-0.04,
10/1/2016,1.8,-0.02,-0.04,1.35,-0.24,
11/1/2016,1.8,0.00,-0.02,0.59,-0.36,
12/1/2016,1.8,0.00,0.00,0.20,-0.45,
1/1/2017,1.8,0.00,0.00,0.02,-0.45,
2/1/2017,2.2,0.22,0.22,0.08,-0.33,
3/1/2017,2.6,0.18,0.44,0.13,-0.21,
4/1/2017,3,0.15,0.36,0.38,0.18,
5/1/2017,2.93,-0.02,0.13,0.44,0.66,
6/1/2017,2.87,-0.02,-0.04,0.51,1.87,
7/1/2017,2.8,-0.02,-0.05,0.50,2.50,
8/1/2017,2.63,-0.06,-0.08,0.44,3.39,
9/1/2017,2.47,-0.06,-0.12,0.37,5.17,
10/1/2017,2.3,-0.07,-0.13,0.28,2.00,
11/1/2017,2.27,-0.01,-0.08,0.26,1.00,
12/1/2017,2.23,-0.01,-0.03,0.24,0.49,
1/1/2018,2.2,-0.01,-0.03,0.00,0.25,
2/1/2018,2.87,0.30,0.28,0.10,0.41,
3/1/2018,3.53,0.23,0.61,0.18,0.54,
4/1/2018,4.2,0.19,0.47,0.43,0.94,
5/1/2018,3.93,-0.06,0.11,0.37,0.93,
6/1/2018,3.67,-0.07,-0.13,0.31,0.93,
7/1/2018,3.4,-0.07,-0.14,0.29,0.82,
8/1/2018,3.13,-0.08,-0.15,0.27,0.71,
9/1/2018,2.87,-0.09,-0.16,0.25,0.59,
10/1/2018,2.6,-0.09,-0.17,0.15,0.44,
11/1/2018,2.6,0.00,-0.09,0.16,0.44,
12/1/2018,2.6,0.00,0.00,0.18,0.44,
