,LRUN_UEMP,UEMP_M_PCT_CHG,UEMP_Q_PCT_CHG,UEMP_A_PCT_CHG,UEMP_2A_PCT_CHG,UEMP_3A_PCT_CHG
2002-01-01,6.255174597000001,0.05512505894544062,0.1166822328548931,0.3711811139757486,0.47244083440039786,0.3798012917969713
2002-02-01,6.109585677000001,-0.02327495703634308,0.030567068530516606,0.3613655530237687,0.4968699244830792,0.3970478966172246
2002-03-01,5.963996757,-0.023829589713109556,-0.04654991407268638,0.3512206334694745,0.5233780593858368,0.4156059094103961
2002-04-01,5.8184078370000005,-0.02441130100030997,-0.047659179426219,0.27878650800863425,0.4697426658076189,0.3757862007308115
2002-05-01,5.787012836333334,-0.005395806128786984,-0.029675388481547826,0.23493031717205226,0.4458113435969624,0.3631679403376984
2002-06-01,5.7556178356666665,-0.005425078802237304,-0.01079161225757408,0.1935507482859442,0.4223982494544587,0.3506451242875548
2002-07-01,5.724222835,-0.005454670821282925,-0.010850157604474608,0.15103725185241257,0.4552348034258651,0.388595650647535
2002-08-01,5.685833782333334,-0.006706421775186877,-0.0121245112732975,0.10966174183372002,0.48818104042241584,0.4274403663977828
2002-09-01,5.647444729666667,-0.006751701533370014,-0.013412843550373976,0.07065253906160396,0.5231332953892012,0.46909571583168086
2002-10-01,5.609055677000001,-0.006797596878638568,-0.013503403066739916,0.001336209001069788,0.3962713908735458,0.3903201817486437
2002-11-01,5.872170937333333,0.046909012048541365,0.03979254661602161,-0.00948013355804711,0.357239895792854,0.39000730853578314
2002-12-01,6.135286197666667,0.04480715277897196,0.09381802409708295,-0.01916627545309968,0.32341804843895194,0.3897213940082387
2003-01-01,6.3984014579999995,0.042885572385098936,0.0896143055579437,0.047272564175221854,0.4025775144713346,0.506155813167023
2003-02-01,6.311386321666666,-0.013599511831902444,0.028702837704127404,0.0582477789343081,0.4063316866948963,0.5463117903824299
2003-03-01,6.224371185333333,-0.013787008415982127,-0.027199023663805,0.06977224005367244,0.41021182919386523,0.5898852537236907
2003-04-01,6.137356049,-0.013979747309795676,-0.027574016831964365,0.06053956031807317,0.3488858688106393,0.5503096883491589
2003-05-01,6.124613946,-0.0020761550899554004,-0.016026878276217515,0.06411059956877652,0.30697333093914314,0.5301566747326463
2003-06-01,6.111871843,-0.0020804744776315998,-0.004152310179910801,0.06772081017352649,0.2674276541495726,0.5104400706559833
2003-07-01,6.09912974,-0.0020848118755293354,-0.0041609489552633105,0.07268871611246075,0.22642422158971032,0.5505451349637664
2003-08-01,5.9365795913333335,-0.026651367587840036,-0.028680616375723167,0.051197466377636,0.15859792988005106,0.5538099654322577
2003-09-01,5.7740294426666665,-0.027381111659644852,-0.05330273517567996,0.029412039239179455,0.09465069236231516,0.5572735836588247
2003-10-01,5.611479294,-0.028151943158709503,-0.054762223319289705,-0.04439442347904787,0.0017688763872754087,0.3968747058118176
2003-11-01,5.799263333,0.03346426657954282,0.004370239290238054,-0.05476889811504815,-0.021778213991593076,0.34038869878856226
2003-12-01,5.987047372,0.03238067116756671,0.06692853315908542,-0.06429013382486004,-0.042864866654336864,0.2914420442158281
2004-01-01,6.174831411,0.031365049803718126,0.06476134233513364,-0.021636278260749098,0.010679240369051879,0.35356928594896964
