,RPCE_M,RPCE_M_PCT_CHG,RPCE_Q_PCT_CHG,RPCE_A_PCT_CHG,RPCE_2A_PCT_CHG,RPCE_3A_PCT_CHG
1965-12-01,7.9,-0.19387755102040816,-0.32478632478632474,-0.1413043478260868,-0.024691358024691246,1.8214285714285716
1966-01-01,6.0,-0.2405063291139241,-0.3877551020408164,-0.21363040629095675,-0.23371647509578541,0.9169329073482428
1966-02-01,4.33,-0.2783333333333333,-0.45189873417721516,-0.28665568369028005,-0.42800528401585203,0.2478386167146973
1966-03-01,2.67,-0.38337182448036955,-0.5549999999999999,-0.40666666666666673,-0.6342465753424658,-0.2973684210526316
1966-04-01,1.0,-0.6254681647940075,-0.76905311778291,-0.8123827392120075,-0.8648648648648649,-0.77116704805492
1966-05-01,2.23,1.23,-0.16479400749063666,-0.6385737439222042,-0.7026666666666667,-0.5476673427991886
1966-06-01,3.47,0.5560538116591929,2.47,-0.5042857142857142,-0.5434210526315789,-0.369090909090909
1966-07-01,4.7,0.35446685878962536,1.1076233183856505,-0.45157526254375724,-0.13443830570902382,-0.02083333333333326
1966-08-01,3.7,-0.21276595744680848,0.06628242074927959,-0.6347482724580454,0.13149847094801226,-0.09756097560975596
1966-09-01,2.7,-0.2702702702702703,-0.42553191489361697,-0.7692307692307692,1.4545454545454546,-0.2058823529411764
1966-10-01,1.7,-0.37037037037037046,-0.5405405405405406,-0.826530612244898,-0.5526315789473684,-0.6579476861167002
1966-11-01,1.9,0.11764705882352944,-0.2962962962962964,-0.759493670886076,-0.7076923076923077,-0.7090352220520675
1966-12-01,2.1,0.10526315789473695,0.23529411764705888,-0.6499999999999999,-0.7717391304347826,-0.7407407407407407
1967-01-01,2.3,0.09523809523809512,0.21052631578947367,-0.4688221709006929,-0.6985583224115335,-0.7062579821200511
1967-02-01,3.4,0.4782608695652175,0.6190476190476188,0.27340823970037453,-0.4398682042833608,-0.5508586525759578
1967-03-01,4.5,0.32352941176470584,0.956521739130435,3.5,0.0,-0.3835616438356164
1967-04-01,5.6,0.24444444444444446,0.6470588235294117,1.5112107623318383,0.05065666041275785,-0.2432432432432433
1967-05-01,4.43,-0.20892857142857146,-0.015555555555555656,0.27665706051873173,-0.2820097244732578,-0.4093333333333333
1967-06-01,3.27,-0.2618510158013544,-0.41607142857142854,-0.3042553191489362,-0.5328571428571429,-0.5697368421052631
1967-07-01,2.1,-0.35779816513761464,-0.5259593679458239,-0.43243243243243246,-0.7549591598599766,-0.6132596685082873
1967-08-01,2.23,0.06190476190476191,-0.31804281345565755,-0.17407407407407416,-0.7798617966436328,-0.31804281345565755
1967-09-01,2.37,0.06278026905829592,0.12857142857142856,0.3941176470588237,-0.7974358974358974,1.1545454545454543
1967-10-01,2.5,0.05485232067510548,0.12107623318385641,0.3157894736842106,-0.7448979591836735,-0.3421052631578947
1967-11-01,4.97,0.988,1.0970464135021096,1.3666666666666663,-0.3708860759493672,-0.23538461538461541
1967-12-01,7.43,0.4949698189134808,1.972,2.230434782608696,0.23833333333333329,-0.19239130434782603
1968-01-01,9.9,0.3324360699865412,0.9919517102615696,1.9117647058823533,1.2863741339491916,0.29750982961992145
1968-02-01,8.67,-0.12424242424242427,0.16689098250336487,0.9266666666666667,2.247191011235955,0.42833607907743
1968-03-01,7.43,-0.14302191464821223,-0.24949494949494955,0.32678571428571423,6.43,0.651111111111111
1968-04-01,6.2,-0.1655450874831762,-0.28489042675893883,0.399548532731377,1.7802690582959642,0.1632270168855534
1968-05-01,6.7,0.08064516129032251,-0.09825033647375503,1.0489296636085625,0.9308357348703169,0.0858995137763372
1968-06-01,7.2,0.07462686567164178,0.16129032258064524,2.4285714285714284,0.5319148936170213,0.028571428571428692
1968-07-01,7.7,0.06944444444444442,0.14925373134328357,2.4529147982062782,1.0810810810810811,-0.10151691948658115
1968-08-01,5.73,-0.25584415584415576,-0.2041666666666666,1.4177215189873418,1.1222222222222222,-0.4343534057255676
1968-09-01,3.77,-0.3420593368237348,-0.5103896103896104,0.508,1.2176470588235295,-0.6777777777777778
1968-10-01,1.8,-0.5225464190981433,-0.6858638743455497,-0.6378269617706237,-0.05263157894736836,-0.8163265306122449
1968-11-01,2.7,0.5,-0.28381962864721477,-0.6366083445491251,0.2857142857142858,-0.6582278481012658
1968-12-01,3.6,0.33333333333333326,1.0,-0.6363636363636364,0.5652173913043479,-0.4
1969-01-01,4.5,0.25,0.6666666666666665,-0.48096885813148793,0.32352941176470584,0.03926096997690531
1969-02-01,3.87,-0.14,0.07499999999999996,-0.47913862718707934,-0.14,0.449438202247191
1969-03-01,3.23,-0.16537467700258401,-0.28222222222222226,-0.4790322580645161,-0.42321428571428565,2.23
1969-04-01,2.6,-0.1950464396284829,-0.3281653746770026,-0.6119402985074627,-0.4130925507900677,0.1659192825112108
1969-05-01,2.4,-0.07692307692307698,-0.2569659442724458,-0.6666666666666667,-0.2660550458715597,-0.3083573487031701
1969-06-01,2.2,-0.08333333333333326,-0.15384615384615385,-0.7142857142857142,0.04761904761904767,-0.5319148936170213
1969-07-01,2.0,-0.09090909090909094,-0.16666666666666663,-0.6509598603839442,-0.10313901345291476,-0.45945945945945954
1969-08-01,2.4,0.19999999999999996,0.09090909090909083,-0.363395225464191,0.012658227848101111,-0.11111111111111116
1969-09-01,2.8,0.16666666666666674,0.3999999999999999,0.5555555555555554,0.11999999999999988,0.6470588235294117
1969-10-01,3.2,0.14285714285714302,0.3333333333333335,0.18518518518518512,-0.3561368209255532,0.6842105263157896
1969-11-01,2.97,-0.07187500000000002,0.06071428571428594,-0.17499999999999993,-0.6002691790040376,0.41428571428571437
1969-12-01,2.73,-0.08080808080808088,-0.1468750000000001,-0.3933333333333333,-0.7242424242424242,0.18695652173913047
1970-01-01,2.5,-0.08424908424908428,-0.1582491582491583,-0.35400516795865633,-0.7116493656286044,-0.2647058823529411
1970-02-01,2.27,-0.09199999999999997,-0.16849816849816845,-0.29721362229102166,-0.6944818304172274,-0.4955555555555555
1970-03-01,2.03,-0.10572687224669608,-0.18800000000000006,-0.21923076923076934,-0.6725806451612903,-0.6375
1970-04-01,1.8,-0.1133004926108373,-0.20704845814977968,-0.25,-0.7313432835820896,-0.5936794582392776
1970-05-01,2.37,0.31666666666666665,0.16748768472906428,0.07727272727272716,-0.6708333333333334,-0.27522935779816515
1970-06-01,2.93,0.23628691983122363,0.6277777777777778,0.4650000000000001,-0.6194805194805195,0.39523809523809517
1970-07-01,3.5,0.1945392491467577,0.47679324894514763,0.4583333333333335,-0.3891797556719023,0.5695067264573992
1970-08-01,1.97,-0.43714285714285717,-0.32764505119453935,-0.2964285714285714,-0.47745358090185674,-0.16877637130801693
1970-09-01,0.43,-0.7817258883248731,-0.8771428571428571,-0.865625,-0.7611111111111111,-0.8280000000000001
1970-10-01,-1.1,0.005165197257102294,-1.5583756345177666,-1.3703703703703702,-1.4074074074074074,-1.2213279678068412
1970-11-01,1.9,0.7920562828390777,3.4186046511627906,-0.30402930402930406,-0.4722222222222222,-0.7442799461641991
1970-12-01,4.9,1.578947368421053,3.288249694002448,0.9600000000000002,0.08888888888888902,-0.505050505050505
1971-01-01,7.9,0.6122448979591837,3.1578947368421053,2.4801762114537445,1.041343669250646,-0.08881199538638984
1971-02-01,6.5,-0.17721518987341778,0.3265306122448979,2.201970443349754,1.0123839009287927,-0.12516823687752354
1971-03-01,5.1,-0.2153846153846154,-0.35443037974683556,1.833333333333333,0.9615384615384612,-0.17741935483870974
1971-04-01,3.7,-0.27450980392156854,-0.4307692307692308,0.5611814345991561,0.5416666666666667,-0.4477611940298507
1971-05-01,3.53,-0.04594594594594603,-0.307843137254902,0.20477815699658697,0.6045454545454543,-0.5097222222222222
