,STOCK_MKT_M,STOCK_MKT_M_PCT_CHG,STOCK_MKT_Q_PCT_CHG,STOCK_MKT_A_PCT_CHG,STOCK_MKT_2A_PCT_CHG,STOCK_MKT_3A_PCT_CHG
1965-07-01,-0.8725260690000001,1.793615734674718,-4.520111324178506,-1.2964543455440016,-1.51460875407709,-0.703750161412292
1965-08-01,1.4124956210000001,1.7056676103439534,-1.934927892110212,-0.49287921397190526,-0.5430335426180486,1.0254803604680784
1965-09-01,3.6975173110000004,1.617719486013189,0.6502555399580823,0.4072687679253184,-0.17586447492886803,-0.14803038632879062
1965-10-01,5.982539001,0.6179880979061627,3.235438972026377,1.4743642651341093,0.2054189569154039,0.014444763803535432
1965-11-01,4.2319334096666665,-0.29261916905860774,0.14453376515014416,0.9164847295858691,-0.22200439356070023,-0.4323166153698843
1965-12-01,2.4813278183333334,-0.4136656752052301,-0.5852383381172155,0.24156950313362002,-0.5805755558439223,-0.7246680478573098
1966-01-01,0.730722227,-0.705511612935201,-0.8273313504104602,-0.5437879700417618,-0.8554494117966724,-0.9087076680306194
1966-02-01,-0.881009366,0.5619516048268214,-1.3550556115522694,-1.7311940566500916,-1.210052586976344,-1.1259255555240446
1966-03-01,-2.492740959,1.829414822588844,-4.411338627584952,-4.08482208420402,-1.747822287774782,-1.416265680530397
1966-04-01,-4.104472552,0.6465700285386133,3.658829645177688,-4.6610111771289535,-2.2606191572902667,-2.002992265362283
1966-05-01,-5.273900357333333,0.2849154892663375,1.1157033338309796,-5.237200270053888,-2.659240545106549,-3.401469564915596
1966-06-01,-6.443328162666666,0.22173869927353662,0.5698309785326752,-5.813389362978823,-3.0777642589741805,-4.445705450368817
1966-07-01,-7.612755967999999,0.1814943730647034,0.44347739854707324,-6.389578455903757,-3.586552618268683,-5.489941335822038
1966-08-01,-5.782707524999999,-0.24039236916204276,-0.1025278584279431,-2.56394332699853,-3.0761347092690046,-2.870804647100001
1966-09-01,-3.952659082,-0.31646913406709076,-0.4807847383240854,-1.6606992585153728,-2.5043752898213167,-1.8810037909167339
1966-10-01,-2.122610639,-0.462991724060861,-0.6329382681341816,-1.5015699524362767,-1.8779068407338708,-1.4276838148440378
1966-11-01,2.051675184,-0.08517298327356565,-1.519062014061146,-0.17315432131088748,-0.07087286599909248,-0.622821503914385
1966-12-01,6.225961007,0.2926457575137297,-3.933162065904448,-1.6450422794638773,2.115252751723217,0.052388247697303214
1967-01-01,10.40024683,0.6704644983010251,4.069148816102267,-3.116930237616867,5.493189262711496,1.0573642639945215
1967-02-01,8.945994111000001,-0.1398286735662022,0.43688566326416134,-4.588818195769857,6.424731197227615,1.1329276153128762
1967-03-01,7.491741392,-0.16255909639062371,-0.27965734713240464,-2.8252628802084385,8.271195713997558,1.2475224178247522
1967-04-01,6.0374886729999995,-0.1941141108465,-0.3251181927812473,-2.1447862613871536,3.4190738774977927,0.8543122865806878
1967-05-01,5.324468549333333,-0.11809879277377922,-0.28928826146895203,-1.8263537747749485,-1.4330479590019731,0.675149983809247
1967-06-01,4.611448425666667,-0.1339138577043416,-0.23619758554755854,-1.6057528239511103,-6.285169795501739,0.48704248473160283
1967-07-01,3.8984283019999997,-0.15461955937707084,-0.26782771540868344,-1.674152771023985,1.7599577967116398,0.32455184089132705
1967-08-01,2.6467112669999997,-0.32108248197301337,-0.4260564094637206,-1.6696027185984363,-0.2841923257191751,-0.04976533862793897
1967-09-01,1.3949942320000002,-0.47293297557870706,-0.6421649639460266,-1.6572068406559985,-0.7668223756223198,-0.46906757994362613
1967-10-01,0.143277197,-0.8972919072256064,-0.9458659511574142,-0.9301657503500808,-0.9661437969055177,-0.9407408833931344
1967-11-01,-0.7928618990000001,0.14170849347357384,-1.5683621342744019,-1.1273477135672012,-1.3195312981791145,-1.3590575689667195
1967-12-01,-1.7290009950000003,1.1807088941727542,0.396527827035553,-1.1662461500444985,-3.366153554817213,-1.8651315196722256
1968-01-01,-2.665140091,0.5414335206903682,2.361417788345508,-1.297914357860234,2.025098476648885,-2.663927722617631
1968-02-01,0.685095156,-1.2570578403414967,-1.3962375718586557,-0.9085532828546947,-1.2748360809519639,-0.43140501606543935
1968-03-01,4.035330403,-0.21341604062694164,-2.514115680682993,-0.331621039548077,-1.9831544374766719,3.993810648190302
1968-04-01,7.38556565,0.8302257590876136,-1.0584305202826187,0.38709912201936714,-2.4003991637290616,0.8426411579578272
1968-05-01,5.63838413,-0.23656705563236036,0.39725464011775524,0.2226926573910175,-1.8750732521539726,-2.3085283322746477
1968-06-01,3.89120261,-0.3098727365352456,-0.4731341112647208,-0.001853488493373745,-1.5111424333521997,-5.459697822507123
1968-07-01,2.14402109,-0.449008107547502,-0.6197454730704912,-0.18993011563735485,-1.3707642277827288,0.5178957429135984
1968-08-01,3.375742218666667,0.5744911439591609,-0.1324681449402434,1.4198969008114624,-1.8540433537613823,-0.08702463444216002
1968-09-01,4.607463347333334,0.3648741665923667,1.1489822879183218,0.12405236970076716,-3.1706587457339763,-0.22984817206153074
1968-10-01,5.839184476000001,0.2673317259006631,0.7297483331847334,-1.171792161409928,1.8460569789686554,0.37979119961151064
1968-11-01,2.537545301666667,-0.5654281326276998,-0.4492532852951886,-2.4676366925206232,-0.5924251213887073,0.022656209678531658
1968-12-01,-0.7640938726666668,-1.3011153622222262,-1.1308562652553995,-0.713300672168431,-1.0734688209959211,-2.0456693999903015
1969-01-01,-4.065733047,-0.8043983628781699,-2.6022307244444525,-1.2054176584874479,-1.4544752653034694,3.614857916277816
1969-02-01,-2.814782759333333,-0.3076813635341137,2.6838179967466798,-1.6975346448064648,-1.3757180890332223,0.12919184368941616
1969-03-01,-1.5638324716666667,-0.4444216106975686,-0.6153627270682274,-1.2117417332370022,-1.2590203570335818,-0.6189930735668696
1969-04-01,-0.312882184,-0.7999260217006855,-0.8888432213951373,-1.055491462941529,-1.0587630823810905,-0.940673474506408
1969-05-01,-2.8393772019999997,0.04494001510555845,0.8156530532800046,-1.7296914313079164,-1.6157235080840175,-0.559330654854481
1969-06-01,-5.36587222,0.8898060519118025,1.2976325785518046,-3.502714289997959,-2.376419368094358,-0.2951472183588585
1969-07-01,-7.892367237999999,0.47084517007003934,1.7796121038236046,-3.337965024212449,-3.981952484354615,0.36482213632272553
1969-08-01,-5.0211726059999995,-0.363793846056204,-0.06423925130293184,-2.089791112262696,-4.599421768791943,0.27032777222450055
1969-09-01,-2.1499779739999996,-0.571817552849925,-0.727587692112408,-1.3681983302354566,-3.2545294719139477,0.012893243111649078
1969-10-01,0.721216658,-1.3354530449715203,-1.1436351056998497,-0.7157817606147552,-1.9096371750359515,-0.6484742499083618
1969-11-01,-1.4714590850000002,0.07734201708562716,-0.3155934140746688,0.9257569490312074,-0.1489541710761132,-1.2363424832480645
1969-12-01,-3.6641348280000003,1.4901370791427748,1.3323403721054403,-0.09877633734372426,0.3748376081143121,-1.3523122948804092
1970-01-01,-5.8568105710000005,0.5984156822626616,2.980274158285549,1.0807327143026684,-1.3046508731512145,-1.6546852701141912
1970-02-01,-8.006657860666667,0.36706792265258437,1.1851428062861302,4.119894877316052,-2.984139354416741,-2.0687312123742707
1970-03-01,-10.156505150333334,0.2685074505591103,0.7341358453051687,3.7270340151318484,-2.375183111442972,-2.6822400339654164
1970-04-01,-12.30635244,0.21167195387048143,0.5370149011182204,3.3341731529476446,-3.1826027025228587,-3.311282774229337
1970-05-01,-8.692842556,-0.293629643845955,-0.14411085040264038,0.6200241451146595,-3.233973253836813,-2.8850568744555125
1970-06-01,-5.0793326720000005,-0.41568794795505326,-0.58725928769191,-0.3564246925125152,-3.369068427400591,-2.302918068133808
1970-07-01,-1.465822788,-0.7114142973780002,-0.8313758959101065,-0.7080716193168843,-1.4342223703855455,-1.5538279926021112
1970-08-01,2.2315023236666667,0.4727314042208286,-1.4393298229840115,-2.037918690634301,-0.515676597848967,0.599649856951284
1970-09-01,5.928827435333334,1.6568771058196576,0.9372121943276515,-2.6783358076167327,0.015351965621531738,-2.0239449713161433
1970-10-01,9.626152547,0.6236182705592261,3.3137542116393144,-3.3187529245991643,2.7934899292940765,-4.647539799583571
1970-11-01,10.842798011333333,0.12638958902770558,0.8288267165130812,-3.9591700415815954,-0.5863139740805083,-7.271134627850999
